year	statecode	p5	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	intra_dummy
1977	"Rhode Island"	6.907755	7.543273	8.067776	8.291547	8.483843	8.648923	8.737774	8.86785	8.987197	9.131081	9.21034	9.287301	9.363234	9.398561	9.478228	9.595603	9.674074	9.807197	9.95608	1
1978	"Rhode Island"	6.782192	7.621685	8.006368	8.318254	8.517193	8.640649	8.779712	8.868694	8.987197	9.10498	9.229554	9.332558	9.421816	9.517163	9.615806	9.690356	9.798127	9.92818	10.12783	1
1979	"Rhode Island"	5.703783	7.587817	7.972466	8.144389	8.447629	8.630522	8.902455	8.999619	9.159047	9.219499	9.305651	9.392662	9.472705	9.609117	9.680656	9.798127	9.905485	9.999706	10.15366	1
1980	"Rhode Island"	5.010635	7.110696	7.858641	8.202482	8.433811	8.694838	8.888757	9.048057	9.169935	9.230633	9.345745	9.436838	9.565214	9.664722	9.754523	9.852194	9.954228	10.08997	10.2432	1
1981	"Rhode Island"	5.164786	7.279319	7.960672	8.306472	8.525162	8.699514	8.873748	9.01918	9.179881	9.268609	9.361773	9.447308	9.547526	9.620594	9.719685	9.806976	9.925738	10.04447	10.23996	1
1982	"Rhode Island"	6.291569	7.502186	8.006368	8.364042	8.556414	8.779557	8.987197	9.169518	9.245708	9.322954	9.403437	9.513034	9.582249	9.625756	9.798127	9.87817	9.985528	10.12883	10.31394	1
1983	"Rhode Island"	6.470799	7.600903	8.125631	8.401558	8.630522	8.839276	9.016634	9.207235	9.270494	9.392662	9.472781	9.615806	9.680344	9.809176	9.918376	10.02127	10.12679	10.24092	10.40605	1
1984	"Rhode Island"	5.743003	7.510978	8.05896	8.384804	8.691147	8.881836	9.10498	9.21124	9.329012	9.472705	9.574984	9.658226	9.774233	9.862665	9.955843	10.05621	10.16777	10.2881	10.4246	1
1985	"Rhode Island"	6.950815	8.081475	8.431635	8.646817	8.840725	9.059518	9.210441	9.305923	9.439068	9.545955	9.645364	9.741204	9.884305	9.984561	10.08581	10.16585	10.24885	10.37287	10.62298	1
1986	"Rhode Island"	6.214608	7.649693	8.403353	8.693497	8.987197	9.173676	9.308193	9.398147	9.546813	9.615806	9.756147	9.821735	9.92329	10.04585	10.12963	10.24014	10.31331	10.46327	10.66896	1
1987	"Rhode Island"	6.224558	8.032685	8.543835	8.849657	9.10498	9.227885	9.392662	9.532424	9.642123	9.759906	9.857444	9.91877	10.03495	10.09564	10.16616	10.25783	10.35774	10.50794	10.76638	1
1988	"Rhode Island"	6.908755	8.268732	8.716044	8.943245	9.118225	9.392662	9.49552	9.615806	9.740498	9.853247	9.937889	10.01458	10.12663	10.16547	10.23099	10.31228	10.4641	10.54534	10.73872	1
1989	"Rhode Island"	7.090077	8.104704	8.556606	8.864464	9.139596	9.254262	9.432684	9.615806	9.740969	9.836279	9.92818	10.00446	10.12663	10.20913	10.31228	10.45054	10.54613	10.70663	10.87334	1
1990	"Rhode Island"	6.916715	8.006368	8.575462	9.008836	9.2399	9.397981	9.553788	9.639522	9.761175	9.836011	9.944389	10.02681	10.12663	10.1849	10.31029	10.43412	10.55059	10.7267	11.00541	1
1991	"Rhode Island"	7.090077	8.411833	8.699514	9.059285	9.270494	9.431883	9.600624	9.743788	9.839375	9.913438	9.999706	10.08797	10.22045	10.32548	10.42273	10.52945	10.64259	10.77896	11.01801	1
1992	"Rhode Island"	7.114769	8.156797	8.645586	8.991562	9.21034	9.460554	9.624236	9.746366	9.866564	9.971147	10.07727	10.16624	10.23279	10.31062	10.39577	10.49041	10.60287	10.72327	11.01548	1
1993	"Rhode Island"	7.021084	8.371011	8.790726	9.10498	9.241451	9.392662	9.54667	9.686575	9.814656	9.906733	10.0101	10.1186	10.1716	10.29286	10.37349	10.4631	10.54534	10.69705	10.97849	1
1994	"Rhode Island"	8.006368	8.594154	8.853665	9.11383	9.25913	9.525151	9.661161	9.798572	9.906483	9.984099	10.09868	10.15035	10.2405	10.3156	10.46596	10.58868	10.70324	10.81978	11.05089	1
1995	"Rhode Island"	8.006368	8.699514	9.039552	9.237761	9.424726	9.586033	9.719985	9.889642	9.961757	10.11723	10.18112	10.29082	10.37349	10.46024	10.54534	10.62179	10.73154	10.89859	11.15629	1
1996	"Rhode Island"	7.266828	8.556414	8.881836	9.189116	9.321076	9.486228	9.680344	9.798127	9.905485	10.02127	10.12763	10.23849	10.31228	10.40729	10.50507	10.60162	10.71531	10.87805	11.15655	1
1997	"Rhode Island"	7.901007	8.723231	9.10498	9.334327	9.510445	9.64517	9.798127	9.903487	9.954276	10.06476	10.13337	10.24067	10.33543	10.46325	10.55735	10.64146	10.77896	10.96514	11.18525	1
1998	"Rhode Island"	7.940228	8.809265	9.068892	9.392662	9.565354	9.714685	9.878837	10.00333	10.12663	10.16654	10.28739	10.37349	10.47577	10.59678	10.73117	10.83728	10.91656	11.12763	11.44444	1
1999	"Rhode Island"	8.006368	8.779557	9.005774	9.305651	9.546813	9.740969	9.88354	10.03933	10.12262	10.20529	10.30895	10.37524	10.4871	10.60483	10.72437	10.82261	10.91552	11.10253	11.40811	1
2000	"Rhode Island"	7.713338	8.795431	8.996528	9.273597	9.554781	9.800901	9.942708	10.04975	10.16631	10.30387	10.37474	10.47022	10.59653	10.66919	10.77896	10.89674	11.00546	11.18645	11.44654	1
2001	"Rhode Island"	8.086411	8.868413	9.21034	9.484177	9.680344	9.888577	9.991498	10.10651	10.20699	10.30905	10.40426	10.49147	10.59688	10.69811	10.78653	10.8826	11.0021	11.15164	11.43684	1
1977	"South Carolina"	6.906755	7.467371	7.800163	8.101678	8.294049	8.480529	8.630522	8.792246	8.881836	8.987072	9.047821	9.126959	9.21034	9.25913	9.323669	9.462577	9.601842	9.732521	10.04386	1
1978	"South Carolina"	6.39693	7.352441	7.8842	8.290042	8.411833	8.517193	8.630522	8.738735	8.853665	8.948976	8.999249	9.105091	9.21034	9.287301	9.346094	9.433484	9.576094	9.648595	9.96034	1
1979	"South Carolina"	6.476973	7.306531	7.887584	8.216088	8.438582	8.597851	8.732305	8.881836	8.987197	9.159047	9.212338	9.305651	9.393079	9.472705	9.60103	9.719564	9.889794	10.06425	10.22919	1
1980	"South Carolina"	5.521461	7.090077	7.696213	8.045588	8.432507	8.632128	8.789355	8.918516	8.999496	9.10498	9.21034	9.276128	9.372885	9.472705	9.573802	9.69892	9.81192	9.953705	10.20913	1
1981	"South Carolina"	6.177944	7.255591	7.887584	8.298788	8.617943	8.779557	8.900413	8.990317	9.10498	9.21034	9.268703	9.353401	9.433484	9.52712	9.6303	9.740969	9.852194	9.990124	10.19242	1
1982	"South Carolina"	6.39693	7.600903	7.972466	8.411833	8.567125	8.804626	8.922658	9.006509	9.11493	9.21034	9.305651	9.394077	9.506735	9.615806	9.70723	9.81192	9.92818	10.04399	10.20655	1
1983	"South Carolina"	6.284134	7.340836	8.006368	8.294049	8.547916	8.738735	8.901639	9.003685	9.159047	9.213834	9.305651	9.399306	9.546813	9.615806	9.694616	9.807528	9.92329	10.08593	10.27547	1
1984	"South Carolina"	5.991465	7.458186	8.070906	8.315811	8.699514	8.853665	8.999743	9.108861	9.22128	9.307649	9.412138	9.508888	9.615806	9.691531	9.795902	9.903487	10.00785	10.14408	10.31682	1
1985	"South Carolina"	6.001415	7.684784	8.188689	8.527143	8.787067	8.987197	9.10498	9.230143	9.375176	9.472705	9.560997	9.665167	9.762384	9.867861	9.952278	10.05406	10.19451	10.35774	10.62164	1
1986	"South Carolina"	6.684612	7.937375	8.435983	8.652597	8.833609	8.996157	9.186867	9.296518	9.41001	9.507774	9.621124	9.714142	9.791885	9.903487	9.998797	10.12863	10.24796	10.42822	10.71453	1
1987	"South Carolina"	6.907755	7.763021	8.242756	8.58373	8.853665	9.10498	9.21034	9.328123	9.472705	9.567105	9.656947	9.749753	9.87817	9.996522	10.08581	10.22194	10.32055	10.46738	10.7364	1
1988	"South Carolina"	7.468513	8.100465	8.453401	8.846497	9.002824	9.21034	9.306287	9.413281	9.546813	9.639587	9.740969	9.848345	9.910959	9.998797	10.12663	10.23996	10.34545	10.49294	10.67773	1
1989	"South Carolina"	7.208601	8.160519	8.54403	8.85438	9.10498	9.216223	9.360913	9.472705	9.581903	9.671177	9.775085	9.903487	9.956649	10.08581	10.19039	10.25766	10.38084	10.51832	10.72547	1
1990	"South Carolina"	6.907755	7.924434	8.371011	8.71588	8.987197	9.109414	9.249561	9.392995	9.536329	9.647368	9.748587	9.841612	9.952278	10.06177	10.13162	10.27719	10.3893	10.53433	10.81976	1
1991	"South Carolina"	6.981006	8.006368	8.517193	8.853665	9.020632	9.230339	9.405085	9.546813	9.667766	9.741262	9.852194	9.952278	10.09345	10.20359	10.30895	10.38986	10.49814	10.64542	10.86188	1
1992	"South Carolina"	6.907755	8.073714	8.464636	8.853665	9.11052	9.249561	9.392662	9.510445	9.626548	9.741028	9.857444	9.998797	10.09411	10.20422	10.30895	10.42999	10.52406	10.67591	10.88303	1
1993	"South Carolina"	6.907755	8.006368	8.556414	8.831127	9.075665	9.21034	9.358761	9.472781	9.615806	9.722325	9.817385	9.903587	10.04325	10.16604	10.30895	10.41433	10.52675	10.71442	10.92324	1
1994	"South Carolina"	6.55108	8.006368	8.517193	8.853665	9.045465	9.21034	9.392662	9.546813	9.62245	9.741262	9.852457	9.966462	10.1105	10.16585	10.30812	10.40711	10.59663	10.74936	11.04315	1
1995	"South Carolina"	6.907755	8.160519	8.605204	8.974112	9.19299	9.392662	9.510445	9.615806	9.711116	9.820106	9.942275	10.04854	10.13261	10.23738	10.30899	10.4631	10.59663	10.82277	11.15982	1
1996	"South Carolina"	7.560081	8.517193	8.823647	9.169518	9.372459	9.546813	9.656628	9.791997	9.85272	9.942708	10.04325	10.12503	10.20359	10.26813	10.3738	10.501	10.60906	10.79958	11.0021	1
1997	"South Carolina"	7.718686	8.594339	9.10498	9.335827	9.513404	9.680344	9.801233	9.913438	10.01239	10.12663	10.19616	10.30226	10.37349	10.43579	10.50383	10.60659	10.73422	10.92008	11.13161	1
1998	"South Carolina"	7.902857	8.72713	9.126959	9.336092	9.473627	9.645494	9.773834	9.903487	9.994242	10.08222	10.12847	10.23996	10.32246	10.42674	10.57132	10.64547	10.7364	10.87034	11.17446	1
1999	"South Carolina"	8.006368	8.779557	9.159047	9.353662	9.546813	9.681843	9.800901	9.913438	10.04325	10.12823	10.22419	10.30935	10.40886	10.49574	10.58101	10.65681	10.81978	11.0021	11.25807	1
2000	"South Carolina"	8.51959	9.10498	9.44383	9.568015	9.680344	9.825526	9.903487	9.998797	10.10643	10.20359	10.30895	10.36722	10.45542	10.53985	10.59726	10.655	10.75843	10.93758	11.13877	1
2001	"South Carolina"	7.600903	8.757784	9.21034	9.472705	9.642642	9.798127	9.903487	9.999752	10.12663	10.20481	10.30895	10.34817	10.46319	10.5594	10.65733	10.7579	10.87805	11.00218	11.22578	1
1977	"South Dakota"	5.843544	7.090077	7.655864	8.018625	8.252446	8.455317	8.612503	8.700015	8.853665	9.003193	9.102199	9.169518	9.25474	9.350102	9.472705	9.565495	9.686512	9.776449	10.02127	1
1978	"South Dakota"	5.886104	6.907755	7.36328	7.937732	8.160519	8.468213	8.696176	8.832441	8.987197	9.059518	9.126959	9.215328	9.308374	9.411811	9.525151	9.615806	9.720946	9.890706	10.05191	1
1979	"South Dakota"	5.459586	6.769642	7.313221	7.944492	8.268732	8.532082	8.716044	8.865029	8.987697	9.10498	9.21034	9.304923	9.392745	9.476543	9.571506	9.680344	9.809176	9.950944	10.12883	1
1980	"South Dakota"	5.01728	6.620073	7.576097	8.083328	8.40066	8.612503	8.806424	8.923325	9.039078	9.163249	9.242807	9.388487	9.466919	9.582249	9.680344	9.760483	9.871068	10.0157	10.23063	1
1981	"South Dakota"	3.951244	6.39693	7.17012	7.863267	8.175829	8.507143	8.748305	8.93735	9.047821	9.149741	9.277999	9.392662	9.477309	9.590487	9.664596	9.798238	9.905087	10.04368	10.2823	1
1982	"South Dakota"	4.477337	6.599871	7.632401	8.011355	8.2623	8.544808	8.839856	9.059518	9.187072	9.242324	9.350016	9.439068	9.546813	9.615939	9.729135	9.860058	9.934211	10.09055	10.29492	1
1983	"South Dakota"	4.564348	6.55108	7.622664	8.209309	8.517193	8.703506	8.894944	9.093806	9.21114	9.306831	9.393495	9.47685	9.585209	9.680344	9.778038	9.880679	9.999025	10.13301	10.37083	1
1984	"South Dakota"	4.49981	6.916715	7.809135	8.273847	8.527143	8.733433	8.915164	9.082961	9.242807	9.350102	9.423838	9.543235	9.619133	9.720165	9.801012	9.903487	10.02769	10.15638	10.52809	1
1985	"South Dakota"	5.913503	7.320527	8.006368	8.306472	8.556414	8.881836	9.088399	9.21034	9.30656	9.425451	9.527193	9.642188	9.699533	9.801843	9.904937	9.998889	10.11743	10.23996	10.47763	1
1986	"South Dakota"	5.446737	7.096721	7.918993	8.354674	8.703009	8.922658	9.106091	9.21034	9.313979	9.4572	9.560997	9.653358	9.735069	9.841559	9.913487	10.00884	10.15082	10.31695	10.58653	1
1987	"South Dakota"	5.991465	7.327781	8.016977	8.392763	8.716208	8.963416	9.159574	9.268609	9.393162	9.507998	9.615806	9.686575	9.761348	9.851352	9.922064	10.00333	10.1425	10.28398	10.5616	1
1988	"South Dakota"	6.803505	7.901007	8.268732	8.630522	8.855093	9.017968	9.195734	9.306196	9.441452	9.529449	9.618468	9.732521	9.803667	9.908525	9.999252	10.09204	10.23667	10.35736	10.55841	1
1989	"South Dakota"	6.480044	7.753623	8.294049	8.598036	8.89563	9.11427	9.286375	9.418167	9.548383	9.624964	9.69892	9.798127	9.903487	9.991956	10.09873	10.20396	10.31593	10.49698	10.77189	1
1990	"South Dakota"	6.226537	7.83992	8.33351	8.699514	8.962008	9.10498	9.278466	9.42521	9.55393	9.655026	9.742732	9.798127	9.854822	9.952278	10.06305	10.16585	10.29988	10.47447	10.7579	1
1991	"South Dakota"	7.090077	8.16166	8.538367	8.936824	9.121837	9.249561	9.392662	9.546813	9.615806	9.681906	9.776733	9.852194	9.953039	10.0465	10.14831	10.23996	10.33722	10.4667	10.71885	1
1992	"South Dakota"	6.989335	8.101678	8.631058	8.936824	9.1442	9.337414	9.428833	9.539572	9.616472	9.740969	9.818747	9.903638	9.971147	10.07027	10.13377	10.23996	10.35838	10.49127	10.63821	1
1993	"South Dakota"	7.486613	8.309431	8.75857	9.035987	9.21034	9.354441	9.464983	9.588777	9.681281	9.798127	9.880731	9.932075	10.01463	10.10989	10.20507	10.30902	10.39363	10.55059	10.82277	1
1994	"South Dakota"	6.907755	8.160519	8.699514	9.017968	9.21034	9.318747	9.472705	9.615806	9.746307	9.826283	9.908724	9.998797	10.09204	10.18494	10.26123	10.36262	10.46542	10.61923	10.9682	1
1995	"South Dakota"	7.480428	8.417151	8.889171	9.10498	9.277345	9.449594	9.581903	9.719564	9.798294	9.905236	9.998797	10.06697	10.15171	10.23297	10.31685	10.46596	10.60028	10.7579	11.00662	1
1996	"South Dakota"	7.408531	8.411833	8.853665	9.166597	9.400961	9.509185	9.615872	9.707169	9.852194	9.909719	9.987369	10.08581	10.14643	10.2665	10.39342	10.51867	10.62135	10.7634	10.986	1
1997	"South Dakota"	7.937375	8.624612	8.978786	9.222664	9.392662	9.52369	9.632204	9.793673	9.888374	9.952278	10.04325	10.12663	10.19489	10.27505	10.37533	10.4633	10.59913	10.75002	10.98316	1
1998	"South Dakota"	8.242756	8.783549	9.047821	9.212039	9.395989	9.607236	9.740969	9.852194	9.903487	10.02127	10.1032	10.20048	10.29045	10.38282	10.47729	10.58595	10.66916	10.88557	11.31447	1
1999	"South Dakota"	8.191463	8.853665	9.21034	9.396654	9.586033	9.711116	9.821246	9.92818	10.04325	10.12363	10.20359	10.27505	10.36879	10.41691	10.51168	10.61521	10.77321	10.93311	11.21081	1
2000	"South Dakota"	8.415604	8.90232	9.268609	9.474703	9.615806	9.71154	9.814656	9.913438	9.998797	10.09543	10.18112	10.26291	10.31725	10.46325	10.52086	10.60906	10.74074	10.8591	11.13319	1
2001	"South Dakota"	8.006368	8.838552	9.21034	9.406729	9.617138	9.798127	9.903487	9.998797	10.08789	10.16677	10.24003	10.30915	10.38656	10.46738	10.55169	10.67609	10.79958	10.96128	11.24865	1
1977	"Tennessee"	6.336826	7.244227	7.600903	7.995644	8.151334	8.393895	8.517193	8.631414	8.779557	8.853665	8.961879	9.024011	9.129672	9.230143	9.358761	9.487972	9.615806	9.746834	9.978131	0
1978	"Tennessee"	6.39693	7.272398	7.740664	8.048788	8.294049	8.517193	8.678461	8.79346	8.881836	8.987197	9.047821	9.1442	9.213037	9.357985	9.473089	9.615806	9.740969	9.852194	10.07597	0
1979	"Tennessee"	6.309918	7.080027	7.729735	8.006368	8.294049	8.517193	8.699514	8.839276	8.948976	9.093806	9.191157	9.25913	9.356603	9.468851	9.615806	9.690789	9.814656	9.968666	10.16585	0
1980	"Tennessee"	4.787492	6.684612	7.447168	8.006368	8.294049	8.569786	8.73182	8.909911	9.063116	9.195227	9.265965	9.358761	9.441452	9.528794	9.639782	9.759617	9.903487	10.00188	10.24761	0
1981	"Tennessee"	5.991465	7.252054	7.705263	8.078689	8.441392	8.683555	8.853665	8.968268	9.071078	9.21034	9.30073	9.405085	9.488578	9.615806	9.693568	9.805599	9.905985	10.07099	10.2183	0
1982	"Tennessee"	5.598422	7.090077	7.640123	8.02617	8.34284	8.585973	8.809863	8.935377	9.109414	9.24619	9.350624	9.433884	9.558953	9.655026	9.761117	9.903487	9.994242	10.12663	10.31195	0
1983	"Tennessee"	5.087596	7.090077	7.659172	8.039157	8.318986	8.658692	8.906528	9.10498	9.21034	9.310185	9.42827	9.575191	9.675646	9.755626	9.865786	9.981143	10.10471	10.24708	10.59538	0
1984	"Tennessee"	5.703783	7.100027	7.600903	8.015987	8.319717	8.677951	8.856519	9.045465	9.159047	9.277251	9.393495	9.520322	9.632335	9.741381	9.852194	10.0008	10.16969	10.34174	10.59691	0
1985	"Tennessee"	6.214608	7.600903	8.075583	8.407378	8.7185	8.908154	9.031812	9.190138	9.302555	9.409191	9.501591	9.615806	9.68794	9.786954	9.903487	10.08585	10.20648	10.32233	10.59663	1
1986	"Tennessee"	6.122493	7.438384	8.029758	8.347116	8.658692	8.914492	9.099409	9.21034	9.337502	9.433484	9.546813	9.625888	9.740969	9.825526	9.904737	10.07112	10.1849	10.3189	10.59913	1
1987	"Tennessee"	5.521461	7.313221	8.05706	8.372861	8.699514	8.896451	9.067163	9.21034	9.333	9.433484	9.574984	9.680344	9.740969	9.852194	9.998797	10.12663	10.24032	10.39788	10.60428	1
1988	"Tennessee"	6.214608	7.673223	8.14642	8.517193	8.824972	8.987197	9.170351	9.305651	9.429154	9.556197	9.667766	9.769957	9.898475	9.998797	10.12883	10.23925	10.31354	10.47164	10.71553	1
1989	"Tennessee"	6.214608	7.783224	8.331827	8.665613	8.839276	9.047821	9.215726	9.375854	9.490544	9.616805	9.743378	9.878632	9.97511	10.07744	10.14643	10.25805	10.40426	10.54902	10.79702	1
1990	"Tennessee"	6.907755	7.855157	8.433811	8.738735	8.967631	9.17792	9.305651	9.443435	9.534523	9.628392	9.740969	9.838949	9.954656	10.08322	10.20452	10.30226	10.40426	10.60162	10.87835	1
1991	"Tennessee"	6.55108	7.847763	8.303009	8.697846	8.987197	9.156518	9.305651	9.425451	9.546813	9.634627	9.732106	9.798127	9.923976	10.00143	10.12663	10.24082	10.34239	10.54534	10.7364	1
1992	"Tennessee"	7.090077	8.086411	8.411833	8.669056	8.936955	9.21034	9.392745	9.546813	9.615806	9.711116	9.837348	9.952278	10.04325	10.13062	10.23279	10.32029	10.42674	10.60502	10.82128	1
1993	"Tennessee"	6.579251	7.892826	8.476371	8.699514	9.003562	9.21034	9.392662	9.517825	9.615806	9.740969	9.852194	9.95242	10.08581	10.16585	10.24775	10.34335	10.51867	10.68247	10.91523	1
1994	"Tennessee"	6.952729	8.126223	8.556414	8.773385	8.987197	9.21034	9.392662	9.560997	9.706255	9.828764	9.933046	10.02858	10.11606	10.18554	10.27505	10.36407	10.49288	10.67505	10.94022	1
1995	"Tennessee"	6.620073	7.905442	8.441607	8.853665	9.165761	9.377972	9.581903	9.680344	9.814656	9.903487	9.998797	10.08581	10.16585	10.28507	10.37349	10.46333	10.59663	10.73603	11.03167	1
1996	"Tennessee"	6.909753	8.215277	8.637639	8.98907	9.25177	9.472705	9.620594	9.743847	9.852194	9.942708	10.04325	10.13062	10.21097	10.29988	10.37349	10.49643	10.60448	10.77614	11.02068	1
1997	"Tennessee"	7.299798	8.36637	8.683385	8.886132	9.179572	9.392662	9.573802	9.687196	9.801455	9.920394	10.04638	10.12663	10.18791	10.30979	10.43412	10.54666	10.64304	10.81978	11.04612	1
1998	"Tennessee"	7.437206	8.36637	8.779557	9.10498	9.307104	9.480139	9.667766	9.798238	9.903487	9.998797	10.08581	10.13182	10.22474	10.31035	10.42228	10.50452	10.65858	10.82238	11.14186	1
1999	"Tennessee"	7.272398	8.524764	8.841593	9.099632	9.392662	9.549595	9.638219	9.740969	9.903487	9.998797	10.12663	10.20374	10.30895	10.41196	10.52498	10.69195	10.81978	10.97164	11.22524	1
2000	"Tennessee"	6.802395	8.33327	8.861067	9.21034	9.392662	9.660205	9.798127	9.903487	9.998797	10.12089	10.20378	10.30869	10.36129	10.4619	10.56101	10.67128	10.82138	11.0221	11.39583	1
2001	"Tennessee"	7.649693	8.630522	9.043341	9.305651	9.546813	9.744785	9.884967	9.952278	10.04347	10.12663	10.20729	10.30895	10.37349	10.4631	10.56618	10.71442	10.8201	11.02679	11.36386	1
1977	"Texas"	6.49224	7.418181	7.867105	8.161945	8.397959	8.562549	8.709795	8.864464	8.987197	9.10498	9.198268	9.286931	9.392662	9.485317	9.615806	9.694062	9.798127	9.933046	10.13737	0
1978	"Texas"	6.802395	7.549609	7.965546	8.253227	8.517193	8.699514	8.853665	8.961879	9.047821	9.165447	9.267004	9.379239	9.446202	9.546813	9.635608	9.744492	9.903487	10.01333	10.25139	0
1979	"Texas"	6.173786	7.185387	7.740664	8.101678	8.411833	8.612503	8.78722	8.942461	9.073375	9.21034	9.305651	9.393162	9.505842	9.615806	9.718122	9.825688	9.947504	10.10847	10.31318	0
1980	"Texas"	5.351858	7.022868	7.649693	8.027476	8.411833	8.699514	8.86785	9.024011	9.159047	9.25894	9.38278	9.472705	9.615806	9.726452	9.835209	9.925738	10.05148	10.18897	10.40487	0
1981	"Texas"	5.521461	7.090077	7.842279	8.296547	8.612503	8.834628	8.98932	9.166911	9.261984	9.392662	9.480368	9.598998	9.692705	9.798127	9.903487	9.998797	10.12663	10.25238	10.48966	0
1982	"Texas"	6.075346	7.34601	8.009363	8.431417	8.732305	8.977146	9.113169	9.222861	9.350884	9.449357	9.575678	9.673446	9.769957	9.862665	9.975808	10.08685	10.2183	10.34174	10.61607	0
1983	"Texas"	5.777652	7.26403	8.010028	8.472196	8.732466	8.975251	9.120525	9.267477	9.392662	9.50301	9.615806	9.729135	9.816458	9.910959	10.02433	10.12911	10.25146	10.4193	10.71608	0
1984	"Texas"	5.857933	7.377759	8.022897	8.517193	8.804175	8.995909	9.20029	9.305741	9.449357	9.559236	9.680344	9.798127	9.894144	9.981836	10.09328	10.20913	10.3189	10.491	10.75897	0
1985	"Texas"	6.436151	7.505492	8.119697	8.555837	8.853665	9.07658	9.220291	9.381601	9.475086	9.615806	9.723164	9.818474	9.907728	10.0101	10.12803	10.24071	10.36454	10.53009	10.79035	0
1986	"Texas"	6.042633	7.549609	8.134761	8.630522	8.922658	9.13777	9.305651	9.426016	9.567875	9.680407	9.800014	9.903487	10.00559	10.12663	10.21134	10.31228	10.42866	10.59663	10.83096	0
1987	"Texas"	6.675823	7.740664	8.232706	8.587838	8.881836	9.126959	9.271718	9.414505	9.55393	9.680344	9.798127	9.905036	10.03452	10.12763	10.24032	10.34203	10.4698	10.63345	10.86519	0
1988	"Texas"	6.39693	7.709308	8.237479	8.594154	8.881836	9.15059	9.305651	9.433484	9.581903	9.69892	9.825526	9.92818	10.02127	10.12699	10.23996	10.36728	10.47782	10.63826	10.90854	1
1989	"Texas"	6.39693	7.699842	8.323608	8.699514	8.93827	9.159047	9.305651	9.433484	9.574984	9.680344	9.800901	9.909966	10.03043	10.12983	10.23996	10.34074	10.47748	10.64149	10.91962	1
1990	"Texas"	6.39693	7.738488	8.37839	8.740336	8.992434	9.21034	9.392662	9.487972	9.618136	9.755103	9.853193	9.952278	10.04919	10.13856	10.24228	10.37349	10.49946	10.66919	10.97543	1
1991	"Texas"	6.55108	7.851661	8.486734	8.853665	9.10498	9.305651	9.472705	9.615806	9.711116	9.830916	9.943429	10.03342	10.12663	10.24039	10.34817	10.4545	10.57306	10.74613	11.0137	1
1992	"Texas"	6.802395	7.952967	8.517193	8.853665	9.10498	9.269363	9.431883	9.607437	9.728658	9.852194	9.947504	10.04975	10.13658	10.24075	10.35711	10.4688	10.59663	10.75075	11.02334	1
1993	"Texas"	6.684612	8.006368	8.517193	8.909235	9.174713	9.341369	9.480673	9.623774	9.740969	9.878887	10.00202	10.12663	10.20378	10.30895	10.40123	10.51189	10.62389	10.78932	11.02435	1
1994	"Texas"	7.090077	8.039157	8.665613	8.987197	9.194008	9.358761	9.472705	9.622517	9.777698	9.903487	9.998797	10.08581	10.16912	10.27787	10.37458	10.49957	10.64314	10.82483	11.0997	1
1995	"Texas"	6.907755	8.01235	8.612503	8.952735	9.21034	9.392662	9.533148	9.667195	9.798127	9.903487	10.00559	10.12663	10.22194	10.30962	10.43998	10.54534	10.69217	10.87616	11.15548	1
1996	"Texas"	6.907755	8.160519	8.699514	8.987197	9.25913	9.433484	9.581903	9.709721	9.852194	9.952278	10.06476	10.16585	10.27705	10.37661	10.49127	10.59838	10.7256	10.91691	11.17864	1
1997	"Texas"	7.313221	8.385489	8.751158	9.08137	9.309099	9.477309	9.655026	9.798127	9.903487	9.998797	10.12663	10.20459	10.30942	10.41634	10.52002	10.63345	10.78932	10.95263	11.22857	1
1998	"Texas"	7.495542	8.517193	8.948976	9.21034	9.392662	9.510445	9.62905	9.798127	9.903487	10.01682	10.12663	10.23308	10.31427	10.43412	10.54534	10.64552	10.81978	11.0021	11.25169	1
1999	"Texas"	7.600903	8.597851	8.999619	9.283591	9.472705	9.648595	9.798127	9.908475	10.03671	10.12663	10.2183	10.30895	10.40553	10.49957	10.60038	10.73748	10.91509	11.08214	11.31519	1
2000	"Texas"	7.600903	8.605204	9.015784	9.305651	9.472705	9.621124	9.798127	9.903487	10.03797	10.12707	10.23996	10.32039	10.43998	10.54534	10.63489	10.7738	10.91665	11.1275	11.39596	1
2001	"Texas"	7.601402	8.699514	9.10498	9.392662	9.560997	9.695232	9.856133	9.945972	10.08581	10.16585	10.30226	10.37452	10.46484	10.57196	10.69421	10.82178	10.98529	11.17043	11.42976	1
1977	"Utah"	6.169611	7.090077	7.696213	8.028129	8.370547	8.556414	8.779557	8.941545	9.054855	9.170976	9.271247	9.386393	9.456028	9.546813	9.615806	9.691469	9.825526	9.925151	10.12061	0
1978	"Utah"	6.39693	7.390182	7.824046	8.186464	8.411833	8.560827	8.827321	8.987197	9.116579	9.21034	9.305651	9.392662	9.437476	9.55251	9.642837	9.704732	9.803667	9.977202	10.13261	0
1979	"Utah"	5.159055	6.802395	7.495542	8.006368	8.319961	8.699514	8.908018	9.026418	9.205227	9.305741	9.394327	9.475777	9.585346	9.642123	9.75121	9.814875	9.92696	10.04325	10.31062	0
1980	"Utah"	3.912023	5.560682	6.761573	7.657755	8.070906	8.507143	8.732305	8.9297	9.101641	9.259797	9.400961	9.532424	9.616006	9.687196	9.798127	9.873183	10.00107	10.12763	10.27643	0
