year	statecode	p5	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	intra_dummy
1990	"New Hampshire"	7.495542	8.51979	8.853665	9.187174	9.392662	9.577411	9.70461	9.817929	9.90723	9.998797	10.08735	10.16238	10.24743	10.35236	10.44871	10.55433	10.69049	10.84134	11.07122	1
1991	"New Hampshire"	7.278629	8.509161	8.881836	9.205328	9.393661	9.550378	9.695848	9.836279	9.942035	10.03487	10.13638	10.21281	10.30899	10.384	10.46596	10.58532	10.71442	10.82973	11.08981	1
1992	"New Hampshire"	7.495542	8.331346	8.740817	9.076809	9.387733	9.562334	9.680344	9.798127	9.903487	9.991956	10.09237	10.19242	10.27505	10.37848	10.45279	10.55169	10.63104	10.71925	10.96706	1
1993	"New Hampshire"	6.692084	8.249576	8.805675	9.156729	9.383453	9.547741	9.712629	9.803667	9.904238	10.04355	10.1186	10.20548	10.30895	10.39102	10.47458	10.60287	10.73987	10.83762	11.08253	1
1994	"New Hampshire"	6.907755	8.411833	8.901639	9.217813	9.395575	9.572132	9.705036	9.826877	9.912199	10.02238	10.10997	10.22194	10.32774	10.4193	10.47517	10.60827	10.71664	10.85225	11.10608	1
1995	"New Hampshire"	7.025538	8.779557	9.11603	9.306105	9.497997	9.62245	9.763076	9.873029	9.998797	10.06369	10.15362	10.24178	10.32055	10.43412	10.49596	10.59851	10.69421	10.81978	11.05051	1
1996	"New Hampshire"	7.600903	8.654692	9.026418	9.249561	9.484177	9.648595	9.786954	9.903487	10.00442	10.08735	10.18498	10.28364	10.34977	10.43412	10.51001	10.60411	10.73346	10.84706	11.14914	1
1997	"New Hampshire"	7.421776	8.693497	9.155039	9.395989	9.615806	9.718964	9.902037	9.97646	10.04455	10.12887	10.22012	10.31251	10.40432	10.4688	10.59162	10.67475	10.81978	10.92795	11.12743	1
1998	"New Hampshire"	7.729735	8.853665	9.155356	9.44715	9.615806	9.78019	9.911952	10.02203	10.12663	10.20381	10.27901	10.3681	10.4631	10.57201	10.63806	10.73857	10.84821	11.0048	11.29166	1
1999	"New Hampshire"	7.824046	8.72713	9.130755	9.412464	9.610189	9.795902	9.915614	10.05865	10.15561	10.27505	10.34229	10.43559	10.50232	10.59663	10.69235	10.82528	10.95189	11.15625	11.52537	1
2000	"New Hampshire"	7.919356	8.744488	9.21034	9.487972	9.721966	9.867031	9.967072	10.08718	10.16731	10.26764	10.32167	10.4196	10.50232	10.58007	10.71845	10.82461	11.00252	11.14517	11.35063	1
2001	"New Hampshire"	7.939159	8.881836	9.305651	9.607437	9.800901	9.952278	10.09237	10.20359	10.30905	10.38909	10.4688	10.54539	10.62741	10.74732	10.83717	10.96324	11.15241	11.33284	11.61761	1
1977	"New Jersey"	6.927558	7.600903	8.006368	8.294049	8.517193	8.699514	8.869961	8.987197	9.093582	9.21024	9.296518	9.392662	9.472705	9.546813	9.655026	9.744843	9.852194	10.00424	10.21097	1
1978	"New Jersey"	6.733402	7.696213	8.139732	8.36637	8.556414	8.779557	8.952217	9.10498	9.21034	9.305651	9.405085	9.514585	9.615806	9.705036	9.798127	9.903487	9.994242	10.12663	10.32548	1
1979	"New Jersey"	6.539586	7.549609	8.006368	8.307706	8.584852	8.812546	8.987197	9.13777	9.221182	9.341369	9.449357	9.546813	9.627075	9.746834	9.83403	9.918426	10.04325	10.18475	10.40426	1
1980	"New Jersey"	4.574711	6.400258	7.649693	8.160519	8.513186	8.764053	8.949495	9.107533	9.213336	9.323044	9.43628	9.5518	9.65509	9.746834	9.855453	9.949178	10.08831	10.20729	10.46425	1
1981	"New Jersey"	4.828314	6.922644	7.972466	8.36637	8.61432	8.871646	9.076809	9.21034	9.324561	9.461099	9.561913	9.644717	9.744492	9.85272	9.935471	10.0439	10.15952	10.31062	10.59663	1
1982	"New Jersey"	5.703783	7.272398	8.02617	8.510773	8.732466	8.987197	9.171599	9.288227	9.392662	9.50301	9.621324	9.740969	9.825526	9.905985	10.0234	10.14839	10.27602	10.40426	10.62585	1
1983	"New Jersey"	5.298317	7.17012	8.006368	8.416267	8.741137	8.987197	9.200795	9.305651	9.431883	9.546813	9.650207	9.766866	9.852194	9.942708	10.08163	10.20359	10.31599	10.49127	10.72331	1
1984	"New Jersey"	5.298317	7.26403	8.101678	8.517193	8.853665	9.072456	9.230143	9.395575	9.542518	9.641149	9.752665	9.87817	9.952611	10.05621	10.16585	10.24768	10.37383	10.57086	10.81992	1
1985	"New Jersey"	5.991465	7.624619	8.329417	8.61432	8.890823	9.21034	9.350363	9.488503	9.615872	9.740969	9.852194	9.952278	10.04368	10.12687	10.20544	10.3156	10.43632	10.59663	10.81978	1
1986	"New Jersey"	5.991465	7.467371	8.294049	8.68457	8.987197	9.225229	9.429074	9.600082	9.683464	9.801233	9.904986	9.998797	10.09617	10.17542	10.28384	10.39632	10.52956	10.69279	10.93311	1
1987	"New Jersey"	5.991465	7.751475	8.476371	8.853665	9.113278	9.342772	9.524786	9.655026	9.787403	9.87817	9.956886	10.0513	10.14643	10.24053	10.32548	10.43902	10.56101	10.71664	10.95606	1
1988	"New Jersey"	6.476973	8.006368	8.524963	8.961879	9.231417	9.472705	9.615806	9.711116	9.826066	9.933046	10.04819	10.13062	10.21633	10.31288	10.42674	10.51325	10.64542	10.81376	11.05089	1
1989	"New Jersey"	6.689599	8.250881	8.740336	9.124238	9.392662	9.581903	9.69892	9.829572	9.952278	10.0578	10.12723	10.22012	10.3145	10.4176	10.50507	10.60267	10.71622	10.84934	11.05089	1
1990	"New Jersey"	6.753438	8.268732	8.794825	9.203517	9.403437	9.615806	9.719564	9.888374	9.972267	10.08581	10.16604	10.26378	10.34329	10.46524	10.57771	10.65254	10.7579	10.88183	11.13967	1
1991	"New Jersey"	7.025538	8.389359	8.817298	9.17885	9.399389	9.602383	9.740969	9.880065	9.97222	10.09452	10.20359	10.28278	10.35774	10.4631	10.54797	10.65589	10.77896	10.91554	11.19616	1
1992	"New Jersey"	7.24065	8.364042	8.779557	9.175542	9.405085	9.615806	9.794398	9.903487	10.00315	10.12663	10.2405	10.32384	10.41643	10.50285	10.59788	10.71635	10.83968	11.00385	11.24655	1
1993	"New Jersey"	6.907755	8.259975	8.699514	9.17885	9.392662	9.615806	9.782167	9.905236	10.04325	10.12727	10.24174	10.3156	10.4193	10.5078	10.61231	10.73965	10.83958	11.03489	11.28978	1
1994	"New Jersey"	6.907755	8.203578	8.699514	9.105091	9.392662	9.615806	9.781885	9.903487	10.01784	10.13062	10.26639	10.35016	10.46539	10.59663	10.69648	10.8132	10.93601	11.08483	11.33946	1
1995	"New Jersey"	6.907755	8.294049	8.853665	9.169518	9.46032	9.62905	9.803667	9.952278	10.09245	10.18867	10.30895	10.38149	10.49127	10.59788	10.70086	10.82014	10.94111	11.14244	11.46164	1
1996	"New Jersey"	6.907755	8.34284	8.922658	9.212937	9.472705	9.680344	9.862665	9.998797	10.12663	10.20359	10.30895	10.39072	10.49127	10.59866	10.69564	10.81978	10.93257	11.08676	11.37366	1
1997	"New Jersey"	7.46164	8.622634	9.026418	9.358416	9.55648	9.750219	9.903487	10.00379	10.12663	10.22194	10.31966	10.43705	10.52945	10.62133	10.73698	10.8431	11.0021	11.15581	11.39534	1
1998	"New Jersey"	7.235619	8.525162	8.999619	9.367344	9.615806	9.761348	9.91591	10.06049	10.1672	10.30899	10.38127	10.49061	10.59813	10.71442	10.81978	10.92958	11.04557	11.23123	11.51293	1
1999	"New Jersey"	7.406711	8.639234	9.081825	9.430359	9.615806	9.809176	9.986357	10.12743	10.25506	10.34174	10.4631	10.54597	10.66429	10.7579	10.86857	10.97678	11.11988	11.29079	11.53152	1
2000	"New Jersey"	7.292337	8.648221	9.159047	9.472705	9.692766	9.891415	10.01539	10.12695	10.24761	10.34817	10.4631	10.5562	10.66088	10.7543	10.87332	11.00225	11.15267	11.30245	11.63514	1
2001	"New Jersey"	6.852242	8.612503	9.091331	9.450931	9.680344	9.87817	10.03148	10.14675	10.26813	10.37349	10.47729	10.59463	10.68201	10.80275	10.91509	11.02285	11.1734	11.33994	11.61437	1
1977	"New Mexico"	6.709304	7.251345	7.607381	7.975908	8.19809	8.38754	8.551595	8.691147	8.821585	8.961879	9.121181	9.225229	9.325899	9.422221	9.52923	9.617071	9.74736	9.89968	10.08585	0
1978	"New Mexico"	6.684612	7.426549	7.792762	8.068403	8.389359	8.528529	8.699514	8.853951	8.987197	9.08591	9.21034	9.305651	9.395658	9.472705	9.615806	9.714746	9.813562	9.952325	10.16777	0
1979	"New Mexico"	4.430817	7.058758	7.709308	8.070906	8.432507	8.551981	8.779557	8.935904	9.036582	9.148465	9.249561	9.3147	9.472705	9.615806	9.684087	9.772581	9.904238	10.04325	10.20359	0
1980	"New Mexico"	3.912023	6.327937	7.352441	7.824446	8.14613	8.455317	8.69768	8.85438	9.029418	9.148678	9.255314	9.391411	9.533944	9.632335	9.742027	9.838202	9.93813	10.08934	10.37549	0
1981	"New Mexico"	5.56452	7.010312	7.624619	8.050065	8.361709	8.648221	8.833755	8.984443	9.118225	9.227001	9.328123	9.403355	9.510445	9.635608	9.793003	9.903487	10.01762	10.20025	10.45201	0
1982	"New Mexico"	5.298317	6.907755	7.793174	8.081165	8.476371	8.79936	8.987197	9.093806	9.244741	9.358761	9.502786	9.616539	9.729135	9.814656	9.908475	10.02915	10.18044	10.34445	10.49786	0
1983	"New Mexico"	5.010635	6.824374	7.696667	8.182	8.517193	8.779557	8.974618	9.105091	9.276971	9.394327	9.519442	9.620793	9.712508	9.81192	9.904737	10.0012	10.15685	10.30895	10.59746	0
1984	"New Mexico"	5.521461	6.907755	7.649693	8.188689	8.476371	8.707813	8.952217	9.107754	9.249561	9.392662	9.487972	9.616138	9.742438	9.852352	9.942708	10.03008	10.20452	10.34977	10.64542	0
1985	"New Mexico"	6.109248	7.444249	8.006368	8.344505	8.594154	8.814479	8.991562	9.185022	9.350102	9.472705	9.607437	9.692766	9.814	9.914922	10.02127	10.16393	10.30929	10.46937	10.79958	0
1986	"New Mexico"	5.590987	6.943122	7.850883	8.308199	8.699514	8.896588	9.068777	9.224243	9.392662	9.546813	9.635608	9.742145	9.884764	9.962322	10.11658	10.24281	10.33689	10.48221	10.69195	0
1987	"New Mexico"	5.598422	7.202661	8.006368	8.34284	8.641179	8.890686	9.071078	9.214532	9.391578	9.488881	9.615806	9.706377	9.798182	9.903487	10.03012	10.15735	10.30895	10.46382	10.69521	0
1988	"New Mexico"	6.620073	7.377759	8.006368	8.354203	8.630522	8.860783	9.047821	9.21034	9.384294	9.472705	9.615806	9.730978	9.809946	9.90723	10.00061	10.14254	10.29553	10.43717	10.77164	0
1989	"New Mexico"	5.703783	7.090077	7.914252	8.294049	8.556414	8.831274	9.082507	9.215527	9.389323	9.472705	9.602383	9.711176	9.846917	9.943045	10.04434	10.18384	10.32105	10.52002	10.73692	0
1990	"New Mexico"	6.495265	7.607878	8.294049	8.621553	8.853665	9.054622	9.226213	9.393079	9.486076	9.622119	9.735188	9.840121	9.952278	10.04542	10.18112	10.30895	10.44686	10.61565	10.89676	0
1991	"New Mexico"	6.214608	7.463363	8.106816	8.444622	8.699514	8.955448	9.135077	9.31488	9.472705	9.616138	9.761924	9.862665	9.961757	10.069	10.1796	10.34545	10.47627	10.63826	10.93969	1
1992	"New Mexico"	6.39693	7.611843	8.371705	8.699514	8.883224	9.109967	9.25913	9.415075	9.552298	9.680344	9.857444	9.952991	10.08648	10.14643	10.30862	10.38127	10.46886	10.63945	10.89744	1
1993	"New Mexico"	6.480044	7.849714	8.287025	8.536996	8.881836	9.10498	9.250042	9.433484	9.602383	9.766521	9.903487	9.998797	10.08581	10.14929	10.30895	10.44813	10.55448	10.74961	11.00543	1
1994	"New Mexico"	6.363028	7.863267	8.367533	8.671115	8.994793	9.21034	9.374329	9.510445	9.62905	9.757363	9.903487	10.04824	10.13955	10.2492	10.40517	10.49764	10.6478	10.80975	11.08268	1
1995	"New Mexico"	6.39693	7.741534	8.434898	8.703672	8.993427	9.210541	9.401704	9.582663	9.729789	9.830916	9.908475	10.02725	10.11848	10.22557	10.32548	10.46167	10.59663	10.75364	10.96906	1
1996	"New Mexico"	6.340359	7.896553	8.433159	8.699514	8.948976	9.179881	9.323669	9.429957	9.583007	9.744257	9.864435	9.952754	10.08581	10.20359	10.33657	10.47022	10.62522	10.80395	11.08368	1
1997	"New Mexico"	6.052089	7.935945	8.517193	8.767329	9.065314	9.249369	9.392662	9.546813	9.667766	9.800901	9.942708	10.04325	10.13658	10.26116	10.34194	10.49432	10.64542	10.79958	11.05203	1
1998	"New Mexico"	7.07327	8.115222	8.679312	8.961879	9.207335	9.30928	9.436759	9.615806	9.73761	9.894851	9.999706	10.11131	10.20359	10.31062	10.43412	10.57196	10.71506	10.90779	11.19166	1
1999	"New Mexico"	7.090077	8.294049	8.548692	8.889997	9.161675	9.305651	9.47616	9.662308	9.852194	9.933192	10.07874	10.16585	10.29235	10.37349	10.49127	10.62133	10.74074	10.8743	11.1662	1
2000	"New Mexico"	8.053251	8.692323	8.922658	9.165343	9.392662	9.517825	9.655026	9.742438	9.887206	9.954751	10.08602	10.18897	10.30895	10.4631	10.5514	10.63622	10.78591	10.92615	11.17745	1
2001	"New Mexico"	7.600903	8.638349	8.95377	9.21034	9.392662	9.562757	9.680344	9.798682	9.903487	10.00093	10.13062	10.24139	10.3222	10.43412	10.52675	10.63948	10.79958	10.9212	11.13149	1
1977	"New York"	6.802395	7.614805	8.006368	8.290042	8.517193	8.668883	8.785692	8.935904	9.030017	9.159047	9.234056	9.344522	9.434763	9.527776	9.615806	9.711116	9.817385	9.952278	10.1523	1
1978	"New York"	6.788972	7.625107	8.011355	8.332549	8.517993	8.699514	8.853665	8.987197	9.10498	9.21034	9.305651	9.392662	9.478457	9.581903	9.680344	9.764226	9.893437	10.01234	10.26116	1
1979	"New York"	6.115892	7.562681	8.006368	8.294049	8.527143	8.724207	8.905173	9.017968	9.159047	9.249561	9.341369	9.436679	9.546813	9.62905	9.740969	9.82774	9.947504	10.08581	10.30895	1
1980	"New York"	5.010635	6.907755	7.824046	8.187021	8.517193	8.700514	8.89563	9.051345	9.185022	9.283405	9.393579	9.50002	9.612266	9.700147	9.798405	9.903487	10.00333	10.12863	10.35137	1
1981	"New York"	4.828314	6.805723	7.824046	8.242756	8.528924	8.771525	8.987197	9.13734	9.256843	9.392662	9.476543	9.596418	9.680407	9.788076	9.903487	9.998797	10.11658	10.24064	10.46596	1
1982	"New York"	5.327876	7.109879	8.020927	8.346405	8.605204	8.834045	8.995165	9.185022	9.305651	9.416134	9.546813	9.642123	9.747301	9.8523	9.946115	10.05018	10.16881	10.3222	10.52586	1
1983	"New York"	5.521461	7.313221	8.006368	8.347353	8.639765	8.86785	9.028099	9.21034	9.344084	9.472705	9.614471	9.680344	9.798127	9.903487	9.991727	10.08606	10.20359	10.34776	10.59921	1
1984	"New York"	5.521461	7.28961	8.006368	8.356555	8.671115	8.891512	9.10498	9.258464	9.400961	9.546813	9.632335	9.740969	9.852457	9.952278	10.06476	10.162	10.30895	10.4631	10.647	1
1985	"New York"	6.086775	7.600903	8.188689	8.517193	8.779712	9.008101	9.21034	9.359278	9.498073	9.615806	9.740969	9.825526	9.911555	10.02579	10.12863	10.23996	10.34561	10.52118	10.77547	1
1986	"New York"	6.309918	7.688913	8.268732	8.573952	8.867709	9.110299	9.288412	9.445413	9.584177	9.680344	9.798127	9.903487	9.998797	10.10643	10.23092	10.32712	10.4631	10.60287	10.84056	1
1987	"New York"	6.309918	7.735434	8.34284	8.691147	8.961879	9.21034	9.392662	9.538204	9.655859	9.780359	9.894446	9.957028	10.07006	10.16585	10.27505	10.37543	10.49127	10.64542	10.91518	1
1988	"New York"	5.993961	7.647309	8.294049	8.680162	8.970051	9.21034	9.392662	9.546813	9.673885	9.798127	9.903487	9.998797	10.12663	10.19425	10.30942	10.4088	10.52137	10.70324	10.93845	1
1989	"New York"	6.224558	7.901007	8.446556	8.804025	9.118225	9.308374	9.50301	9.653551	9.798127	9.894043	9.971147	10.08706	10.17103	10.27505	10.34817	10.46453	10.60025	10.75675	11.0046	1
1990	"New York"	6.439351	8.006368	8.517393	8.86785	9.179881	9.392662	9.615806	9.741145	9.860058	9.952278	10.06476	10.15444	10.24708	10.34174	10.4512	10.56163	10.67163	10.82596	11.08368	1
1991	"New York"	6.620073	8.037867	8.556414	8.881836	9.131297	9.365205	9.542302	9.680344	9.804771	9.90743	10.01234	10.12663	10.21097	10.31055	10.42706	10.55227	10.67244	10.82576	11.09741	1
1992	"New York"	6.684612	8.006368	8.546752	8.881836	9.159468	9.379239	9.601571	9.742145	9.895103	9.998797	10.08801	10.1703	10.29553	10.37664	10.47582	10.59851	10.72657	10.87835	11.13713	1
1993	"New York"	6.907755	8.160519	8.603738	8.936824	9.21034	9.392662	9.59832	9.740969	9.857444	9.98276	10.08789	10.1849	10.30895	10.40426	10.49681	10.61467	10.7579	10.9027	11.16333	1
1994	"New York"	6.907755	8.188689	8.633375	8.936562	9.205931	9.392662	9.567175	9.729135	9.877708	9.952991	10.08664	10.20359	10.30902	10.41271	10.52272	10.62255	10.77987	10.94403	11.22524	1
1995	"New York"	6.39693	8.058328	8.605204	8.95648	9.21184	9.431883	9.615806	9.798127	9.904238	10.04325	10.13086	10.2405	10.34174	10.4631	10.57132	10.66954	10.81978	10.9688	11.25221	1
1996	"New York"	6.907755	8.268732	8.701512	8.987197	9.249561	9.472705	9.651173	9.830916	9.940735	10.06049	10.16585	10.27111	10.34817	10.4631	10.57771	10.68803	10.82028	10.98529	11.3022	1
1997	"New York"	7.090077	8.188689	8.726481	9.010669	9.270494	9.473858	9.680344	9.827362	9.933144	10.08581	10.16585	10.27505	10.37374	10.49127	10.59813	10.73411	10.85919	11.02679	11.35393	1
1998	"New York"	7.600903	8.494538	8.847935	9.159047	9.392662	9.600218	9.740969	9.903487	10.01503	10.12663	10.25502	10.34977	10.4631	10.54666	10.65813	10.78849	10.91691	11.08693	11.41329	1
1999	"New York"	7.244227	8.517193	8.853665	9.169518	9.431883	9.615806	9.798127	9.930616	10.08581	10.18411	10.30895	10.39461	10.49127	10.58406	10.6736	10.81978	10.93202	11.11434	11.39318	1
2000	"New York"	7.602901	8.556414	8.987197	9.249561	9.546813	9.700024	9.903487	10.00039	10.12703	10.23996	10.33202	10.45651	10.55059	10.64542	10.7762	10.89698	11.03489	11.22571	11.5074	1
2001	"New York"	7.244227	8.594154	8.99826	9.3147	9.574984	9.740969	9.904238	10.04499	10.15708	10.26966	10.36779	10.46425	10.57516	10.66896	10.80973	10.92414	11.06664	11.24066	11.51392	1
1977	"North Carolina"	6.405229	7.313221	7.740664	8.011024	8.294049	8.476371	8.570544	8.699514	8.824677	8.900958	9.002701	9.10498	9.196241	9.250138	9.341369	9.437795	9.568015	9.740969	9.974179	1
1978	"North Carolina"	6.802395	7.495542	7.94094	8.19864	8.408271	8.542861	8.699514	8.802372	8.917311	9.002455	9.093806	9.193194	9.25913	9.334503	9.435482	9.560997	9.675206	9.825526	10.08581	1
1979	"North Carolina"	6.651572	7.495542	7.848934	8.160804	8.459564	8.612503	8.744169	8.859221	8.983315	9.069122	9.159047	9.244741	9.34688	9.425451	9.546813	9.618934	9.743378	9.903988	10.16585	1
1980	"North Carolina"	5.703783	7.173958	7.789454	8.160519	8.425077	8.672486	8.817298	8.933533	8.999619	9.10498	9.21034	9.303831	9.393079	9.479069	9.616339	9.720165	9.854927	10.00379	10.23606	1
1981	"North Carolina"	6.309918	7.600903	8.086411	8.41516	8.667336	8.824972	8.94233	9.044286	9.147081	9.215129	9.305651	9.392662	9.476543	9.553363	9.664596	9.804275	9.952278	10.12683	10.35888	1
1982	"North Carolina"	5.991465	7.40001	7.992945	8.188689	8.536996	8.839131	8.978786	9.10498	9.21034	9.252538	9.372375	9.463974	9.55393	9.631088	9.738672	9.826552	9.952278	10.10643	10.32876	1
1983	"North Carolina"	5.834811	7.180831	7.863267	8.244596	8.548692	8.772611	8.943637	9.10498	9.21034	9.299084	9.396405	9.492507	9.583764	9.680344	9.794788	9.901085	10.02127	10.20077	10.43559	1
1984	"North Carolina"	6.23637	7.824046	8.286521	8.594154	8.850231	9.024011	9.130215	9.227885	9.344609	9.436997	9.510445	9.588777	9.671556	9.742556	9.854034	9.952278	10.08631	10.2183	10.4452	1
1985	"North Carolina"	6.925595	7.960324	8.411833	8.703672	8.920656	9.097283	9.21034	9.30792	9.393495	9.486076	9.588777	9.680344	9.775654	9.888374	9.992322	10.11395	10.27505	10.40623	10.6143	1
1986	"North Carolina"	6.84375	7.948739	8.318742	8.699514	8.943768	9.12282	9.237955	9.380083	9.472705	9.559024	9.636719	9.731096	9.826175	9.913438	10.00559	10.12663	10.24199	10.35456	10.62862	1
1987	"North Carolina"	6.907755	7.955074	8.49126	8.771835	8.987197	9.157784	9.279119	9.392662	9.499271	9.614204	9.680407	9.78019	9.858386	9.947791	10.04325	10.13856	10.26319	10.42525	10.66581	1
1988	"North Carolina"	7.189168	8.006368	8.517193	8.855093	9.053686	9.21034	9.310185	9.441452	9.546813	9.627866	9.715349	9.798127	9.904986	10.00012	10.10879	10.21097	10.33091	10.48598	10.79243	1
1989	"North Carolina"	7.229839	8.160519	8.594154	8.929832	9.1442	9.29945	9.409191	9.528794	9.616472	9.711964	9.79846	9.903487	9.980449	10.07576	10.14867	10.25766	10.36091	10.52234	10.72777	1
1990	"North Carolina"	7.279319	8.188689	8.626407	8.987197	9.193906	9.332026	9.472705	9.604609	9.680344	9.764226	9.852668	9.912497	10.00107	10.10234	10.1849	10.31095	10.4193	10.57388	10.81982	1
1991	"North Carolina"	7.048387	8.268732	8.612503	8.944811	9.185637	9.320091	9.472705	9.588777	9.681593	9.798127	9.903487	9.963548	10.06476	10.13301	10.24135	10.34538	10.47729	10.61889	10.859	1
1992	"North Carolina"	7.07327	8.178638	8.612503	8.961879	9.21034	9.392662	9.486228	9.615806	9.711116	9.802949	9.903487	9.981976	10.08681	10.18188	10.30561	10.38127	10.49681	10.66896	10.90285	1
1993	"North Carolina"	7.024649	8.160519	8.699514	8.987197	9.235033	9.392662	9.521495	9.615806	9.720225	9.852194	9.937889	10.03802	10.12711	10.22238	10.31593	10.43688	10.57132	10.71442	10.95128	1
1994	"North Carolina"	7.414573	8.428362	8.764053	9.10498	9.289983	9.429797	9.574984	9.680344	9.798127	9.903487	9.952278	10.06241	10.12763	10.22991	10.34881	10.46596	10.59663	10.72547	11.00377	1
1995	"North Carolina"	7.468513	8.396832	8.779557	9.077837	9.305651	9.472705	9.60299	9.686388	9.798738	9.903487	9.998797	10.09807	10.17088	10.27904	10.37349	10.49957	10.64304	10.82128	11.0587	1
1996	"North Carolina"	7.606388	8.517193	8.922658	9.169518	9.360483	9.516942	9.629577	9.741028	9.852194	9.916157	10.02127	10.12663	10.23279	10.33397	10.43916	10.54666	10.66245	10.81978	11.04516	1
1997	"North Carolina"	7.937375	8.619569	9.028099	9.305741	9.472705	9.615806	9.729135	9.85272	9.942708	10.04325	10.12663	10.18867	10.30895	10.38009	10.48576	10.59663	10.72217	10.87047	11.16408	1
1998	"North Carolina"	7.620705	8.633375	8.987197	9.309733	9.510445	9.655026	9.798127	9.902237	9.969275	10.05822	10.14266	10.23236	10.30912	10.40426	10.49127	10.60068	10.78195	11.00377	11.28246	1
1999	"North Carolina"	7.672758	8.594154	8.987197	9.305651	9.497322	9.629708	9.773379	9.882417	9.999706	10.09807	10.1849	10.2896	10.37349	10.48291	10.59663	10.69655	10.82675	11.01414	11.25591	1
2000	"North Carolina"	7.824046	8.738735	9.16618	9.392662	9.615806	9.740969	9.903487	9.980449	10.08581	10.1849	10.30895	10.37349	10.4631	10.54784	10.66233	10.77896	10.88345	11.08463	11.37366	1
